year,co2
1985.9166666666667,344.21999999999997
1986.0,345.57500000000005
1986.0833333333333,346.25
1986.1666666666667,346.825
1986.25,347.74
1986.3333333333333,349.525
1986.4166666666667,350.08000000000004
1986.5,349.375
1986.5833333333333,347.825
1986.6666666666667,345.82
1986.75,344.8
1986.8333333333333,344.1
1986.9166666666667,345.62
1987.0,346.875
1987.0833333333333,348.0
1987.1666666666667,348.5
1987.25,349.475
1987.3333333333333,350.85
1987.4166666666667,351.73999999999995
1987.5,351.15
1987.5833333333333,349.45
1987.6666666666667,348.08000000000004
1987.75,346.4
1987.8333333333333,346.44
1987.9166666666667,347.925
1988.0,348.925
1988.0833333333333,350.4
1988.1666666666667,351.775
1988.25,352.125
1988.3333333333333,353.58000000000004
1988.4166666666667,354.175
1988.5,353.75
1988.5833333333333,352.21999999999997
1988.6666666666667,350.3
1988.75,348.75
1988.8333333333333,348.96
1988.9166666666667,350.0
1989.0,351.36
1989.0833333333333,352.775
1989.1666666666667,353.0
1989.25,353.6
1989.3333333333333,355.36
1989.4166666666667,355.6
1989.5,355.125
1989.5833333333333,353.86
1989.6666666666667,351.575
1989.75,349.86
1989.8333333333333,350.04999999999995
1989.9166666666667,351.2
1990.0,352.48
1990.0833333333333,353.65
1990.1666666666667,354.65
1990.25,355.48
1990.3333333333333,356.175
1990.4166666666667,357.075
1990.5,356.08000000000004
1990.5833333333333,354.675
1990.6666666666667,352.9
1990.75,350.93999999999994
1990.8333333333333,351.225
1990.9166666666667,352.70000000000005
1991.0,354.14
1991.0833333333333,354.675
1991.1666666666667,355.65
1991.25,357.2
1991.3333333333333,358.6
1991.4166666666667,359.25
1991.5,358.18
1991.5833333333333,356.05
1991.6666666666667,353.86
1991.75,352.125
1991.8333333333333,352.25
1991.9166666666667,353.74
1992.0,355.025
1992.0833333333333,355.9
1992.1666666666667,356.68
1992.25,357.9
1992.3333333333333,359.075
1992.4166666666667,359.54
1992.5,359.125
1992.5833333333333,357.0
1992.6666666666667,354.86
1992.75,353.025
1992.8333333333333,353.41999999999996
1992.9166666666667,354.2
1993.0,355.35
1993.0833333333333,356.68
1993.1666666666667,357.175
1993.25,358.425
1993.3333333333333,359.325
1993.4166666666667,360.18
1993.5,359.5
1993.5833333333333,357.41999999999996
1993.6666666666667,355.325
1993.75,353.775
1993.8333333333333,354.06
1993.9166666666667,355.35
1994.0,356.775
1994.0833333333333,358.32
1994.1666666666667,358.9
1994.25,359.925
1994.3333333333333,361.21999999999997
1994.4166666666667,361.65
1994.5,360.9
1994.5833333333333,359.46
1994.6666666666667,357.375
1994.75,355.92499999999995
1994.8333333333333,356.02
1994.9166666666667,357.575
1995.0,359.06
1995.0833333333333,359.975
1995.1666666666667,360.925
1995.25,361.575
1995.3333333333333,363.36
1995.4166666666667,363.7
1995.5,363.25
1995.5833333333333,361.8
1995.6666666666667,359.375
1995.75,358.0
1995.8333333333333,357.85
1995.9166666666667,359.475
1996.0,360.7
1996.0833333333333,362.025
1996.1666666666667,363.175
1996.25,364.06000000000006
1996.3333333333333,364.7
1996.4166666666667,365.325
1996.5,364.88
1996.5833333333333,363.475
1996.6666666666667,361.32
1996.75,359.4
1996.8333333333333,359.625
1996.9166666666667,360.73999999999995
1997.0,362.375
1997.0833333333333,363.125
1997.1666666666667,363.875
1997.25,364.56
1997.3333333333333,366.325
1997.4166666666667,366.68
1997.5,365.475
1997.5833333333333,364.375
1997.6666666666667,362.46000000000004
1997.75,360.15
1997.8333333333333,360.75
1997.9166666666667,362.38
1998.0,364.25
1998.0833333333333,365.34000000000003
1998.1666666666667,366.2
1998.25,367.375
1998.3333333333333,368.525
1998.4166666666667,369.14
1998.5,368.75
1998.5833333333333,367.6
1998.6666666666667,365.71999999999997
1998.75,363.925
1998.8333333333333,364.32
1998.9166666666667,365.55
1999.0,366.925
1999.0833333333333,368.12
1999.1666666666667,368.85
1999.25,369.6
1999.3333333333333,370.975
1999.4166666666667,370.84000000000003
1999.5,370.25
1999.5833333333333,369.0
1999.6666666666667,366.7
1999.75,364.675
1999.8333333333333,365.14
1999.9166666666667,366.65
2000.0,367.9
2000.0833333333333,369.02
2000.1666666666667,369.375
2000.25,370.4
2000.3333333333333,371.54
2000.4166666666667,371.65
2000.5,371.625
2000.5833333333333,369.94
2000.6666666666667,367.95
2000.75,366.53999999999996
2000.8333333333333,366.725
2000.9166666666667,368.125
2001.0,369.44
2001.0833333333333,370.175
2001.1666666666667,371.325
2001.25,372.06
2001.3333333333333,372.775
2001.4166666666667,373.79999999999995
2001.5,373.06
2001.5833333333333,371.3
2001.6666666666667,369.425
2001.75,367.88
2001.8333333333333,368.05
2001.9166666666667,369.375
2002.0,371.02
